ncase,ion,energy_MeV,angle_deg,depth_um,major_axis_um,minor_axis_um,total_length_um,status
50834010,C,0.09609491,35.04236726176871,0.0,0.0,0.0,0.0,Angle < Critical
50903381,protons,3.465237,71.14190277332965,1.193875930085028,7.172897272626434,5.386846071526458,7.172889936269964,Developed
50966608,protons,1.7641040000000001,57.94683318869311,1.8070948997750058,10.877164062426042,6.316583422040804,10.877156624305389,Developed
51037376,protons,4.843816,65.29737060754844,0.0,0.0,0.0,0.0,Track below surface
51485759,protons,1.367222,45.525064557456304,0.7531979969592264,10.935013722779269,2.7044322164107797,11.033612009456814,Developed
51773064,protons,2.092105,52.887945327717084,0.38098056125986623,10.54641752879586,2.6991416966303237,10.546415711910662,Developed
51792714,protons,0.6372644000000001,55.51232396423974,3.044298722979068,14.62797768395218,13.056039801289758,14.627979988111882,Developed
51815528,protons,1.846218,68.27915638663592,3.073712523089558,10.147912533129979,8.297106902236823,10.147902017845379,Developed
51902564,protons,2.0957369999999997,61.17792449339884,1.7238579064140644,10.015527227401433,6.331650836744395,10.01552286346193,Developed
52207146,C,0.07692086999999999,14.483488923918202,0.0,0.0,0.0,0.0,Angle < Critical
52358796,protons,2.879703,83.71727720484553,2.628130882434119,8.013376024694836,7.852962962601099,8.013270644071893,Developed
52501810,protons,1.502882,57.85098346526406,2.5962122444065354,11.617791581127312,7.230522145954563,11.617783274138896,Developed
52662520,protons,6.872534,83.21622602366378,0.06524068998813526,2.033871981597804,1.2737582802044876,2.0338705041302876,Developed
52792092,protons,1.49495,54.09808093167171,1.9409561784289941,11.961980951480353,6.121262722737277,11.961977391793267,Developed
53089079,protons,4.458927,80.36089981601839,0.899322293006886,5.274184150490425,4.730513958707856,5.274173336811909,Developed
53274604,protons,5.113309,80.16072764780742,0.48984394530600994,4.223922868056098,3.5111766261075608,4.223918993256252,Developed
53292797,C,0.8077152999999999,67.29345489674931,1.3700874839354196,5.4375118124611195,5.4349235995565355,5.437495005825381,Developed
53517053,protons,4.666962,70.776777494371,0.16211010166204431,5.041971535459834,1.917405464614976,5.0419682336659015,Developed
53782653,protons,1.131748,31.16791944009266,0.21983922702935743,6.1001683547278525,1.6837002381171042,6.100177419035781,Developed
54197575,protons,4.091044,82.8308310930972,1.2814664502385646,5.8842956671594555,5.6182241385199845,5.884265223129169,Developed
54962073,protons,1.251581,62.197668977408114,5.105038216079674,12.350612487311372,9.349978276783597,12.350587006268952,Developed
55435043,protons,5.451599,76.01641593410926,0.12776595514901423,3.7554809987520925,1.7428244411401304,3.755478826428545,Developed
55547948,protons,0.4008621,49.4662255597314,1.3169173332925546,10.903238070785275,10.43561425552033,10.90336333275528,Developed
55860256,O,0.1998168,32.7711572749618,0.0,6.802819988112057,0.0,6.43743779300543e-05,Developed
55906308,protons,0.4762511,32.03011972406897,0.2917933760238256,7.6379872638751785,4.941297393629406,7.637993239475895,Developed
55949184,protons,2.914563,63.80267739762304,1.0362680032640466,8.413609552660867,4.973596729688702,8.413605868489825,Developed
56033924,protons,1.8788850000000001,40.23558964278282,0.0,0.0,0.0,0.0,Track below surface
56211671,protons,0.5128786000000001,52.22636859147549,2.0559548908629246,12.927610539559453,12.10466073002792,12.927865621563416,Developed
56214359,protons,4.238922,54.628119903464174,0.0,0.0,0.0,0.0,Track below surface
56252757,C,0.1135818,19.374602684637352,2.220446049250313e-16,1.6927583532009134,0.0,3.5165743015319606e-05,Developed
56347235,protons,2.5886329999999997,51.68499206433827,0.0,0.0,0.0,0.0,Track below surface
56398118,protons,2.4442679999999997,78.75902556545518,2.998568188063933,8.817167634508708,8.32340404934385,8.8171629202904,Developed
56867628,protons,2.333141,72.92690790475173,2.7389512630692163,9.134648408704525,7.970016193794618,9.134634810321593,Developed
56976329,protons,0.0130515,49.10494720885068,0.0,0.0,0.0,0.0,Angle < Critical
57003291,protons,0.2526616,45.570062298279765,0.5540283495901335,7.496691367809083,7.233016812367815,7.496734925985073,Developed
57055794,protons,1.55841,52.40162990861992,1.3645500562972703,11.892986300541288,5.107034399273007,11.8929828279188,Developed
57223814,protons,7.876384,68.62123770473417,0.0,0.0,0.0,0.0,Track below surface
57622221,protons,0.9416579,36.75760875074322,0.9294383464745124,12.258334181278551,5.107557715337886,12.258451317558691,Developed
57745796,protons,3.159081,39.07130005078212,0.0,0.0,0.0,0.0,Track below surface
57803359,protons,0.8672217,45.94560605761098,2.722534295813631,16.00416332351787,9.33306342461952,16.00418191189482,Developed
57861502,protons,2.038103,76.32345686497739,3.4583713647617795,9.543956940038916,8.836543428464275,9.543931527912596,Developed
58386811,protons,6.152406,79.75396197424514,0.08661642192080699,2.8123564264794423,1.4477224177509624,2.8123545196070956,Developed
58431678,protons,0.25711799999999996,33.328260239786836,0.17216817442934662,4.748645081753555,4.098759206302083,4.748652785028913,Developed
58560754,protons,3.959479,63.14872971314005,0.0,0.0,0.0,0.0,Track below surface
58834172,protons,1.552574,72.09768787946362,4.339320713862943,10.665581797883528,9.478549933206121,10.665556445249546,Developed
58959887,protons,1.382795,74.95980103224994,5.557229701509142,11.0919770200626,10.27803623210736,11.091957411207671,Developed
59074319,protons,2.499073,46.700605055258315,0.0,0.0,0.0,0.0,Track below surface
59134244,protons,0.8132528,29.127912895855907,0.07448973906323708,4.484482260027071,2.0325584529601914,4.484483285481449,Developed
59303744,protons,4.184908,76.54180710807839,0.914906477048099,5.7833428709070835,4.757840598361219,5.783335530904116,Developed
59307640,protons,5.441064,62.58713113487827,0.0,0.0,0.0,0.0,Track below surface
59432187,protons,3.616615,84.43215038699888,1.782053738456515,6.709500151890336,6.566576922441081,6.70941980896989,Developed
59779813,protons,0.6223564,75.89482315942683,4.322098089704841,15.267542246229366,15.03895975111637,15.267514117866622,Developed
60244358,protons,0.242972,14.042407846193086,0.0,0.0,0.0,0.0,Angle < Critical
60854029,C,0.07422018,29.358526650741595,0.0,0.0,0.0,0.0,Angle < Critical
60881085,protons,4.202288,72.05189225268019,0.5919766553725534,5.820842315289321,3.810082255029206,5.820840284718635,Developed
60936917,protons,2.944785,52.942771174419356,0.0,0.0,0.0,0.0,Track below surface
61237388,protons,2.074906,65.6297449318862,2.3540893670086653,9.837451964976538,7.374778656269065,9.83744268191919,Developed
61263338,protons,2.672757,70.70260886317112,2.082370321082413,8.614531894037055,7.020359895937677,8.614521673960061,Developed
61343233,C,0.05110191,61.83427746317822,0.0,0.0,0.0,0.0,Angle < Critical
61384151,protons,2.396033,50.304524993766194,0.0,0.0,0.0,0.0,Track below surface
61388976,protons,3.141569,72.84144245425418,1.6954298256861868,7.723166335175692,6.381160038136383,7.723156158389839,Developed
61453157,C,5.50708e-09,17.480067808323867,0.0,0.0,0.0,0.0,Energy exceeds SRIM tables
61496685,protons,1.512023,74.94545598758815,4.784136299100684,10.679829992352133,9.856183689689502,10.679795293623723,Developed
61710865,protons,0.8382335000000001,31.038504435500506,0.2087620228810465,6.718577925761357,3.2063392972454485,6.7185833670310675,Developed
61867778,protons,2.043566,71.51071890060692,3.04788188961515,9.668923718702585,8.334723763192999,9.668903840131474,Developed
61945398,protons,3.252404,73.3890584087462,1.6094992048070225,7.510699730401462,6.231620562524906,7.510687820786412,Developed
62392097,protons,2.1784679999999996,56.8547326973162,0.9469552548126003,10.111971867952814,4.650326318356265,10.111965309943898,Developed
62575571,protons,1.612832,36.79902697380201,0.0,0.0,0.0,0.0,Track below surface
62980791,protons,2.5570649999999997,56.652925560782286,0.4479830993280043,9.420255207730685,3.1135180302908383,9.420249892717763,Developed
63098973,protons,4.8119950000000005,55.76540098047303,0.0,0.0,0.0,0.0,Track below surface
63199404,protons,2.865902,67.00750115129563,1.4684393543111334,8.38646244060842,5.924496908233967,8.386454728218883,Developed
63514117,protons,6.80063,71.02437596194584,0.0,0.0,0.0,0.0,Track below surface
63974420,protons,1.078023,74.43165634828289,8.484161359565478,12.571139841876464,11.712999620942371,12.571082963521901,Developed
64090785,protons,1.859216,66.31859573559389,2.8140867486660213,10.206794807907615,7.961433907520997,10.206781827537725,Developed
64527322,protons,2.264176,64.28929740138602,1.9125888263149697,9.56310736365094,6.694230957204184,9.563102542493723,Developed
64642060,protons,1.751533,53.76331526285976,1.1022473051774586,11.215735534029818,4.805861921002379,11.215730575877277,Developed
64666799,protons,0.3062472,69.1895670967097,1.483812079341,11.407118686069683,11.353041755661817,11.407514673205412,Developed
64763802,protons,2.969513,51.21866046214807,0.0,0.0,0.0,0.0,Track below surface
64901614,protons,3.233105,81.95767913063241,2.130454870211434,7.410614359817919,7.13061924491242,7.410565118940001,Developed
64959282,protons,2.5886899999999997,46.001253690085505,0.0,0.0,0.0,0.0,Track below surface
65029479,protons,5.828478,75.05392703158213,0.0,0.0,0.0,0.0,Track below surface
65084884,protons,1.002434,44.00387349402114,2.5275077253606444,16.562257834063463,6.8553401421867015,16.573110244323818,Developed
65403405,protons,2.417212,72.84416162816761,2.6155178143689106,8.99466306662972,7.805030863420542,8.994655731529578,Developed
65423964,protons,4.252706,56.783856463293375,0.0,0.0,0.0,0.0,Track below surface
65484216,protons,2.752851,56.91944457382083,0.2678331379566625,9.034568686056238,2.2875139007481753,9.034565538789627,Developed
65779974,protons,5.88881,81.04393287282538,0.2118377742312152,3.131413443848669,2.3117324347162427,3.131412994476132,Developed
65803830,protons,3.099456,71.40190241097156,1.6229094663134198,7.833870296018881,6.244134338893141,7.833858030310932,Developed
65856920,protons,2.938974,64.51274155673887,1.0946167987727105,8.341386011140424,5.116423442374703,8.341380895813876,Developed
66122157,protons,0.12288990000000001,80.18825946548512,0.49990711027868784,7.020643035822537,7.016795773285287,7.020611144754403,Developed
66156049,protons,0.5089497,37.81406479124953,0.8351307692996066,10.152561219234064,8.053711513973912,10.152557828450337,Developed
66285362,protons,1.189754,75.9054067875079,7.725270159021889,11.884263339412943,11.181207405319277,11.884185731530938,Developed
66341826,O,0.1766296,70.31606075086063,0.16360159235876814,1.8708424656092622,1.8700801823007982,1.8714727295905351,Developed
66437524,protons,4.028954000000001,65.57966674023302,0.1324546483361324,6.272549260074385,1.611530584594289,6.272546112350102,Developed
66472294,protons,1.332492,76.34431254696884,6.082309841094363,11.23392307881059,10.569316046645945,11.233855497116075,Developed
66936654,protons,5.372619,71.75912700790104,0.0,0.0,0.0,0.0,Track below surface
66968271,protons,3.011233,44.83099826114783,0.0,0.0,0.0,0.0,Track below surface
67053422,C,0.6414584999999999,70.49562509124088,1.1641792234955304,6.061793588645581,6.061795467595618,6.061766702160278,Developed
67137220,C,0.04872901,43.12615383128228,0.0,0.0,0.0,0.0,Angle < Critical
67348815,protons,1.070919,49.25298580015407,3.9349463342938797,15.097775986011357,7.769769611424948,15.72842475882838,Developed
67458896,protons,2.313603,83.64181211323023,3.4043963722211448,8.966070345346663,8.813056488573324,8.965967449206637,Developed
67744485,protons,0.7453809,70.2115441613491,5.127176284465072,15.13976020400098,14.008473221277088,15.139719247578052,Developed
68297130,protons,1.827372,80.00008149475184,4.0983715500903966,9.840856041112925,9.475756375269333,9.840784562868695,Developed
68498922,protons,7.743035,66.53708863496615,0.0,0.0,0.0,0.0,Track below surface
68606627,protons,4.569457,67.405484705173,0.0,0.0,0.0,0.0,Track below surface
68769210,protons,0.300281,44.51966306211165,0.6794011397651047,8.26013047633362,7.890284908317448,8.26012784925419,Developed
69156468,protons,0.2442584,47.76200584489839,0.5896900946208721,7.681822680065936,7.464655771444084,7.6818810570569775,Developed
69600867,protons,0.7423032,52.01510180900767,3.2240916686227212,15.286820479057035,11.971578234857633,15.286815255617054,Developed
69852198,protons,6.97054,73.48029491455739,0.0,0.0,0.0,0.0,Track below surface
70099584,protons,6.269628999999999,65.94196432716473,0.0,0.0,0.0,0.0,Track below surface
70156858,protons,1.0817970000000001,69.114222754465,7.8739459322842436,12.840317591060927,11.254884177453805,12.840280151512703,Developed
70594264,protons,1.8852280000000001,76.57532908368816,3.758939913314487,9.806134254755406,9.13533546866355,9.806093787395238,Developed
70637114,protons,1.316445,36.997559147189136,0.14962667799458407,3.807378758326897,0.660471410943995,3.864661279657641,Developed
70936739,protons,0.9484885,60.72233770790083,5.65628789216113,14.570685832189852,11.297442065250703,14.619784376936781,Developed
71237093,protons,1.685584,48.089401612713374,0.18357194660470455,7.456941795268826,1.2579911954318417,7.456937698093018,Developed
71362722,protons,2.360179,61.98516403907502,1.4770774173972967,9.4999154263657,5.901103692799734,9.499910938015706,Developed
71583834,protons,0.001307363,61.41712364839937,0.0,0.0,0.0,0.0,Energy exceeds SRIM tables
71767777,protons,4.341492,63.395107586176856,0.0,0.0,0.0,0.0,Track below surface
71857058,protons,0.4126073,56.2567440062375,1.733755063115531,12.062205307698264,11.76795493768196,12.068848038054405,Developed
