ion,energy_MeV,angle_deg,depth_um,major_axis_um,minor_axis_um,total_length_um,black_part,total_surface,status
protons,0.1,61.36363636363636,0.28288528386817724,5.369358457402097,5.333748444554697,5.369489874578435,0.0,22.73163836277388,Developed
protons,0.1,63.40909090909091,0.29953355153007877,5.514778883131226,5.484601438936943,5.514893866707895,0.0,24.024255626395675,Developed
protons,0.1,65.45454545454545,0.3151608756609683,5.647085283789936,5.622463164700548,5.647551777443777,1.4690613466577031e-08,25.235735909284926,Developed
protons,0.1,67.5,0.3297790713521227,5.7680532802467495,5.7476524935942646,5.7687210901686505,1.4742703256628146e-08,26.369135499840397,Developed
protons,0.1,69.54545454545455,0.34325163554466087,5.877449256798002,5.86067845245434,5.878402667805868,1.5302743495282868e-08,27.411061253097845,Developed
protons,0.1,71.5909090909091,0.3555922841339072,5.97359341938074,5.962537757476525,5.9763137119726855,7.2809961058316195e-06,28.365858091103,Developed
protons,0.1,73.63636363636364,0.3667789633510079,6.042816891700992,6.052568456771859,6.063681576028141,7.573348391900044e-05,29.218926128699447,Developed
protons,0.1,75.68181818181819,0.3766657685161299,6.1316033153277205,6.131976653642775,6.140406915716493,0.00019750251366676655,29.972308606079462,Developed
protons,0.1,77.72727272727272,0.3852639158774558,6.180186012896269,6.199261255044057,6.205225735471064,0.00024972000190520027,30.64357055588418,Developed
protons,0.1,79.77272727272727,0.3927630156496882,6.257886588103637,6.256733831414714,6.2604980401283195,0.0003716938370948264,31.249267999875883,Developed
protons,0.1,81.81818181818181,0.39884067859997074,6.3062637839028275,6.303053923704574,6.305346936436462,0.00036352460482123113,31.723902834553357,Developed
protons,0.1,83.86363636363636,0.4035716145565562,6.340515208064238,6.339055573747109,6.3387154965787404,0.00032915419120382113,32.07017630145709,Developed
protons,0.1,85.9090909090909,0.40662863870663735,6.365683281987888,6.362237106420877,6.358004712564018,0.0002952586435116563,32.194292415385206,Developed
protons,0.1,87.95454545454545,0.4042804999562737,6.3814130489512735,6.3461183782102815,6.377493129523053,0.0006211999952017734,31.97340129433347,Developed
protons,0.1,90.0,0.4302165294586935,6.541694223694061,6.541694223694061,6.386319302843054,0.0,32.55150509499868,Developed
protons,0.301010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,2.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,4.090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,6.136363636363637,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,8.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,10.227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,12.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,14.318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,16.363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,18.40909090909091,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,20.454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,22.5,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.301010101010101,24.545454545454547,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
